Name,Size,Bet,Market,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Active Market,Active Hold,Tx Hash,Polymarket,Profile,Market Link,Outcome
Avinoni,1300,0,Khamenei seen in public by March 1?,420,0.87,0.87,0.87,1,1300,0.0336,159,18,6,0.056,2,5700,6500,38700,,0,0,0,0,,,,https://polymarket.com/market/khamenei-seen-in-public-by-march-1-655-132-582,
yohow,2500,1,Will the Iranian regime fall before 2027?,420,0.56,0.54,0.55,8,20000,0.318,1800,11,2,0.727,2,23200,-5300,62900,420,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
yohow,2500,1,Will the Iranian regime fall before 2027?,420,0.55,0.54,0.55,8,20000,0.318,1800,11,2,0.727,2,23200,-5300,62900,420,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
yohow,2500,1,Will the Iranian regime fall before 2027?,420,0.55,0.54,0.55,8,20000,0.318,1800,11,2,0.727,2,23200,-5300,62900,420,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
yohow,2500,1,Will the Iranian regime fall before 2027?,420,0.54,0.54,0.55,8,20000,0.318,1800,11,2,0.727,2,23200,-5300,62900,420,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
yohow,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,420,0.54,0.54,0.34,3,8500,0.1352,-7700,11,2,0.273,2,23200,-5300,62900,420,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x6d9b28Fcbc981...,1000,0,Khamenei out as Supreme Leader of Iran by February 28?,420,0.49,0.49,0.45,2,1800,0.3736,-1700,3,2,0.667,2,153,-1800,4800,420,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x0cfC26C143BA6...,1000,0,Khamenei seen in public by March 1?,420,0.79,0.79,0.79,1,1000,0.0384,239,20,12,0.05,5,5400,5300,27100,2880,1440,0,0,0,,,,https://polymarket.com/market/khamenei-seen-in-public-by-march-1-655-132-582,
alg88,3000,0,Khamenei out as Supreme Leader of Iran by March 31?,420,0.31,0.31,0.31,2,3200,0.0063,-2800,14,6,0.143,0,0,-74900,507600,,0,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
d34344,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,420,0.52,0.52,0.52,1,5000,0.084,-4700,20,9,0.05,4,317,-2600,59300,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x0646132Ec32d0...,1300,1,SpaceX IPO closing market cap above 1.2T?,420,0.87,0.87,0.87,1,1300,0.0625,-29,17,9,0.059,2,1300,141,20400,182880,181440,0,1,0,,,,https://polymarket.com/market/spacex-ipo-closing-market-cap-above-1pt2t-954,
alg88,10000,0,Khamenei out as Supreme Leader of Iran by February 28?,420,0.52,0.45,0.45,5,85300,0.168,-71000,14,6,0.357,0,0,-74900,507600,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
alg88,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,420,0.45,0.45,0.45,5,85300,0.168,-71000,14,6,0.357,0,0,-74900,507600,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
onemicky,4000,0,Khamenei out as Supreme Leader of Iran by March 31?,420,0.26,0.26,0.26,1,4000,0.048,-3600,8,5,0.125,3,465,4700,83300,191520,190080,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
InSearchofTime,3000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.46,0.46,0.46,3,5600,0.1805,-514,15,9,0.2,4,0,1600,30800,64800,63360,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
clmih,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.46,0.54,0.52,4,10100,0.491,-9400,5,2,0.8,1,675,-9400,20600,190080,190080,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x09b067F5a48A5...,2000,0,US strikes Iraq by February 28?,480,0.86,0.86,0.86,1,2000,0.8628,-243,1,1,1,1,1800,-243,2300,,0,0,0,0,,,,https://polymarket.com/market/us-strikes-iraq-by-february-28,
Enbykalah,3500,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.46,0.46,0.46,2,7400,0.49,438,2,1,1,0,0,438,15100,540,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0xf3A4710f66a6D...,2000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.47,0.47,0.15,7,9600,0.0575,-4400,12,5,0.583,0,0,-3300,167700,115200,113760,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
myfirstpubes,23500,1,Khamenei out as Supreme Leader of Iran by February 28?,480,0.54,0.54,0.54,1,23500,0.1074,2600,11,7,0.091,4,26100,7800,218800,12960,12960,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Kevin1234567,2300,1,Will PSG win the 2025–26 Champions League?,480,0.1,0.1,0.1,1,2300,0.0465,-117,16,3,0.063,2,3000,9000,50100,4320,4320,0,1,0,,,,https://polymarket.com/market/will-psg-win-the-202526-champions-league,
JimJax,3000,1,Will the Iranian regime fall by March 31?,480,0.3,0.3,0.3,1,3000,0.0995,357,5,4,0.2,3,6700,3500,30200,54720,54720,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
lesilveira,1000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.5,0.59,0.54,2,4000,0.2279,-1200,20,14,0.1,7,2800,1800,17600,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Avinoni,2000,1,Khamenei out as Supreme Leader of Iran by March 31?,480,0.69,0.68,0.69,2,4000,0.1073,458,17,6,0.118,2,5700,5100,37300,1440,1440,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
Shjzjzj,4000,1,Khamenei out as Supreme Leader of Iran by February 28?,480,0.42,0.39,0.45,10,7900,0.2397,3500,16,5,0.625,2,11400,6000,33100,5760,5760,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0xca5cfda67E89C...,1000,1,Khamenei out as Supreme Leader of Iran by February 28?,480,0.33,0.48,0.4,4,4400,0.428,385,4,1,1,0,0,385,10200,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Avinoni,2000,1,Khamenei out as Supreme Leader of Iran by March 31?,480,0.68,0.68,0.69,2,4000,0.1073,458,17,6,0.118,2,5700,5100,37300,1440,1440,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
octonion,3600,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.7,0.7,0.7,2,6200,0.5527,-976,16,5,0.125,3,109,-951,11100,871200,871200,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
lesilveira,3000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.59,0.59,0.54,2,4000,0.2279,-1200,20,14,0.1,7,2800,1800,17600,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
lion.of.zion,6100,1,Will the Iranian regime fall by March 31?,480,0.27,0.12,0.25,3,13800,0.1619,3400,5,2,0.6,1,17200,11700,85400,691200,689760,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
obamoracle - 15...,3600,Up,S&P 500 (SPX) Opens Up or Down on March 2?,480,0.18,0.18,0.18,3,4900,0.1798,279,3,1,1,3,5200,11600,27500,,0,0,0,0,,,,https://polymarket.com/market/spx-opens-up-or-down-on-march-2-2026,
aurabot,2000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.56,0.56,0.56,1,2000,0.56,-587,1,1,1,1,1400,-587,3600,480,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
clmih,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.53,0.54,0.52,4,10100,0.491,-2000,5,2,0.8,1,8100,-2000,20600,190080,190080,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
perry13abia,3200,0,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.75,0.75,0.75,2,6400,0.3736,0,5,2,0.4,0,0,0,17200,840,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
Brynn521,1100,1,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.25,0.25,0.25,2,2200,0.0749,0,8,3,0.25,0,0,0,28900,501120,501120,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
krl123krl1,1300,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.52,0.52,0.52,1,1300,0.525,-322,1,1,1,1,983,-322,2500,480,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Magnus935,3200,0,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.75,0.75,0.75,3,6400,0.2213,0,6,2,0.5,0,0,0,29000,,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
0xfc0f06D3A8C04...,3800,0,Khamenei seen in public by February 28?,480,0.87,0.87,0.87,1,3800,0.6266,268,12,8,0.083,4,4400,311,6000,44640,43200,0,0,0,,,,https://polymarket.com/market/khamenei-seen-in-public-by-february-28-888-166,
0x6a7492cB65cD4...,1200,1,Khamenei out as Supreme Leader of Iran by March 31?,480,0.73,0.73,0.73,1,1200,0.2416,58,11,6,0.091,1,1300,-291,5000,360000,360000,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0x904f0deA2705e...,1500,1,Will the next Prime Minister of Hungary be Péter Magyar?,480,0.64,0.64,0.64,4,5700,0.0812,-34,13,7,0.308,7,10000,-71,70200,1440,1440,0,1,0,,,,https://polymarket.com/market/will-the-next-prime-minister-of-hungary-be-pter-magyar,
Avinoni,1500,0,Khamenei seen in public by February 28?,480,0.86,0.86,0.86,2,3100,0.0824,72,17,6,0.118,2,5700,5100,37300,1440,1440,0,0,0,,,,https://polymarket.com/market/khamenei-seen-in-public-by-february-28-888-166,
0x642E3cbe1d9DA...,4700,1,Will Iran close the Strait of Hormuz by March 31?,480,0.69,0.69,0.69,1,4700,0.0559,-72,6,3,0.167,2,9200,-694,84900,876960,876960,0,0,0,,,,https://polymarket.com/market/will-iran-close-the-strait-of-hormuz-by-march-31,
everettesmay338...,4300,0,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.78,0.78,0.78,3,8600,0.7775,6,3,1,1,0,0,6,11000,,0,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
Wilhelm35,4000,0,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.78,0.78,0.78,2,8000,0.4151,5,5,2,0.4,0,0,5,19400,509760,508320,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
megabonkers,2000,1,Will Iran close the Strait of Hormuz by March 31?,480,0.62,0.86,0.74,3,6800,0.468,-700,10,5,0.3,3,2500,-289,14500,,0,0,0,0,,,,https://polymarket.com/market/will-iran-close-the-strait-of-hormuz-by-march-31,
0x904f0deA2705e...,1000,1,Will the next Prime Minister of Hungary be Péter Magyar?,480,0.64,0.64,0.64,4,5700,0.0812,-34,13,7,0.308,7,10000,-71,70200,1440,1440,0,1,0,,,,https://polymarket.com/market/will-the-next-prime-minister-of-hungary-be-pter-magyar,
emery324jim,3400,0,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.75,0.75,0.75,3,6800,0.4364,0,5,2,0.6,0,0,3,15600,345600,344160,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
klay274demi,1200,1,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.25,0.25,0.25,2,2300,0.0911,0,5,2,0.4,1,1,-8,25400,354240,354240,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
majafernand5907,4100,0,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.78,0.78,0.78,8,8200,0.434,-16,14,2,0.571,0,0,-17,19000,,0,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
Cary842,2000,0,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.78,0.78,0.78,3,4000,0.0653,-10,7,3,0.429,0,0,9,61100,352800,352800,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
Theodore531,3900,0,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.78,0.78,0.78,3,7800,0.1482,-18,20,7,0.15,0,0,-19,52500,7200,5760,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
elmo242kassie,1100,1,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,480,0.22,0.22,0.22,4,3900,0.1434,27,6,2,0.667,0,0,27,27500,506880,506880,0,1,0,,,,https://polymarket.com/market/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,
kassandra206cai...,1200,1,Will Gavin Newsom win the 2028 Democratic presidential no...,480,0.25,0.25,0.25,10,4500,0.253,0,10,1,1,0,0,0,17700,368640,368640,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
safari1,3200,0,Khamenei out as Supreme Leader of Iran by February 28?,480,0.45,0.44,0.48,3,4900,0.3815,-841,6,2,0.5,2,4700,-977,12900,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
jamiya972sutton,4300,0,Will Gavin Newsom win the 2028 Democratic presidential no...,540,0.75,0.75,0.75,2,8500,0.1544,0,25,8,0.08,0,0,-9,55300,505440,505440,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
ryanne129dixie,3600,0,Will Gavin Newsom win the 2028 Democratic presidential no...,540,0.75,0.75,0.75,4,7300,0.1052,0,21,6,0.19,0,0,6,69300,2880,2880,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
0x904f0deA2705e...,2500,1,Will the next Prime Minister of Hungary be Péter Magyar?,540,0.64,0.64,0.64,4,5700,0.0812,-34,13,7,0.308,7,10000,-71,70200,1440,1440,0,1,0,,,,https://polymarket.com/market/will-the-next-prime-minister-of-hungary-be-pter-magyar,
elanamoira5672,2700,1,Will Gavin Newsom win the 2028 Democratic presidential no...,540,0.25,0.25,0.25,2,5400,0.0644,11,21,7,0.095,0,0,15,83100,508320,506880,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
hazani,2000,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.47,0.68,0.59,4,3100,0.2794,-754,11,4,0.364,4,2400,-1200,11100,220320,220320,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x904f0deA2705e...,2000,1,Will TISZA – Respect and Freedom Party (TISZA) win the mo...,540,0.67,0.67,0.67,4,3700,0.0533,-56,13,7,0.308,7,10000,-71,70200,1440,1440,0,1,0,,,,https://polymarket.com/market/will-tisza-respect-and-freedom-party-tisza-win-the-most-seats-in-the-next-hungarian-parliamentary-election,
Dasia116,3600,0,Will Gavin Newsom win the 2028 Democratic presidential no...,540,0.75,0.75,0.75,2,7300,0.1087,0,16,5,0.125,0,0,0,67100,,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
nicolettesebast...,4300,0,Will Gavin Newsom win the 2028 Democratic presidential no...,540,0.75,0.75,0.75,4,8500,0.1204,0,25,7,0.16,0,0,-14,71000,352800,352800,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
KYUCII,1100,1,Will Iran close the Strait of Hormuz by March 31?,540,0.83,0.4,0.73,3,3700,0.0467,-582,19,7,0.158,2,3200,-147,79900,,0,0,0,0,,,,https://polymarket.com/market/will-iran-close-the-strait-of-hormuz-by-march-31,
citizententen,1600,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.55,0.49,0.49,4,5200,0.3317,-897,6,2,0.667,1,1100,237,15500,14400,12960,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
KYUCII,1000,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.54,0.63,0.57,6,4500,0.0558,-217,19,7,0.316,2,3200,-147,79900,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
safari1,1700,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.54,0.44,0.48,3,4900,0.3815,-841,6,2,0.5,2,4700,-977,12900,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Aoke777,1400,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.54,0.58,0.53,24,17800,0.5242,-1100,24,1,1,1,5500,-957,33900,72000,72000,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0xe297cb1edbfe2...,6000,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.43,0.43,0.43,1,6000,0.2325,-535,2,2,0.5,1,5400,-5300,25600,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x642E3cbe1d9DA...,5000,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.43,0.33,0.38,3,15700,0.1852,425,6,3,0.5,2,9200,-694,84900,876960,876960,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Aoke777,3000,1,Khamenei out as Supreme Leader of Iran by February 28?,540,0.57,0.58,0.53,24,17800,0.5242,-1100,24,1,1,1,5500,-957,33900,72000,72000,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
BrandonHeat5,5400,1,Khamenei out as Supreme Leader of Iran by March 31?,540,0.83,0.49,0.69,4,16200,0.2841,-571,18,9,0.222,3,5100,-160,57200,69120,67680,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0xEE18E38B621b2...,1300,0,Khamenei out as Supreme Leader of Iran by March 31?,540,0.2,0.2,0.2,2,2600,0.2094,117,2,1,1,0,0,117,12500,,0,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
mypension,1000,0,Khamenei out as Supreme Leader of Iran by March 31?,540,0.2,0.38,0.28,4,5000,0.1393,-1100,23,10,0.174,4,5800,-1400,36000,133920,132480,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
yoyonigg,2200,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.37,0.74,0.65,24,15500,0.5639,-1700,24,1,1,1,4000,-1700,27600,660,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x0cfC26C143BA6...,2000,1,Will the Iranian regime fall by June 30?,540,0.48,0.48,0.48,1,2000,0.0763,-46,19,12,0.053,6,5500,4400,26200,,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
Bambinonum,1200,1,Will Andrew Tate post 130-159 posts from February 24 to M...,540,0.74,0.13,0.36,7,1700,0.3002,364,15,9,0.467,7,2100,949,5700,,0,0,0,0,,,,https://polymarket.com/market/andrew-tate-of-tweets-february-24-march-3-2026-130-159,
megabonkers,2800,1,Will Iran close the Strait of Hormuz by March 31?,540,0.86,0.86,0.74,3,6800,0.468,-700,10,5,0.3,3,2500,-289,14500,,0,0,0,0,,,,https://polymarket.com/market/will-iran-close-the-strait-of-hormuz-by-march-31,
waaaaaa1111,2000,1,Khamenei out as Supreme Leader of Iran by February 28?,540,0.58,0.58,0.58,3,4000,0.0187,-14,17,5,0.176,1,0,8500,213200,2880,1440,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x436db6c0d7be0...,2600,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.46,0.73,0.54,7,7000,0.4158,-1400,19,11,0.368,1,5500,-1100,16800,38880,37440,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
Dureheksoxbd,2500,0,Khamenei out as Supreme Leader of Iran by March 31?,540,0.25,0.25,0.25,1,2500,0.2488,-138,1,1,1,1,2400,-138,10000,600,0,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
citizententen,2000,0,Khamenei out as Supreme Leader of Iran by February 28?,540,0.49,0.49,0.49,4,5200,0.3317,-897,6,2,0.667,1,1100,237,15500,14400,12960,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
0x5a069581147ea...,4000,1,Will the Iranian regime fall by March 31?,540,0.31,0.31,0.31,1,4000,0.097,487,6,4,0.167,3,4500,4900,41000,,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
PlatiNRA,2200,1,Khamenei out as Supreme Leader of Iran by February 28?,540,0.49,0.49,0.49,2,4600,0.5189,243,3,2,0.667,1,0,233,8900,,0,0,0,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-february-28,
danieleum,2600,Down,S&P 500 (SPX) Opens Up or Down on March 2?,540,0.85,0.85,0.85,1,2600,0.1264,-110,4,4,0.25,3,2400,917,20300,201600,201600,0,0,0,,,,https://polymarket.com/market/spx-opens-up-or-down-on-march-2-2026,
GENRIC,1300,1,Will the Iranian regime fall by March 31?,540,0.29,0.17,0.23,5,3100,0.0796,375,21,8,0.238,3,2800,1100,38800,,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
0xa2748578b0c98...,4500,1,Will the Iranian regime fall by June 30?,540,0.45,0.45,0.45,2,13500,0.2292,620,14,5,0.143,5,14600,-4500,58800,1704960,1703520,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
